id,DEMOGR3_01_RAW,DEMOGR3_02_RAW,DEMOGR3_03_RAW,DEMOGR3_04_RAW,DEMOGR3_05_RAW,DEMOGR3_06_RAW,DEMOGR3_07_RAW,DEMOGR3_08_RAW,DEMOGR3_01_DIR,DEMOGR3_02_DIR,DEMOGR3_03_DIR,DEMOGR3_04_DIR,DEMOGR3_05_DIR,DEMOGR3_06_DIR,DEMOGR3_07_DIR,DEMOGR3_08_DIR,DEMOGR3_RAW_NA,DEMOGR3_DIR_NA
85fqm1znj1,25,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,25,0,1,1,5,1,0,0,0,0
86y9s7s027,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,20,0,1,1,5,1,0,0,0,0
89065193,60,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,60,0,1,1,5,0,0,0,1,1
89526622,52,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,52,1,1,1,7,0,0,0,1,1
89qc5jsksp,19,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,19,0,1,1,5,0,0,0,0,0
8a05r77m9u,47,Mujer,Sí,Sí,Universitaria completa.,No,No,No,47,0,1,1,6,0,0,0,0,0
8hd6p9ax28,38,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,38,0,1,1,7,1,0,0,0,0
8hegp48hkm,34,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,34,0,1,1,7,1,0,0,0,0
8k1qy6g51n,30,Mujer,Sí,Sí,Universitaria completa.,No,No,No,30,0,1,1,6,0,0,0,0,0
8mjj2bwd8k,24,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,24,1,1,1,7,0,0,0,0,0
8np49osca4,19,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,19,0,1,1,5,1,0,0,0,0
8ol8znu6qw,50,Mujer,Sí,Sí,Universitaria completa.,No,No,No,50,0,1,1,6,0,0,0,0,0
8omb146lzs,28,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,28,0,1,1,7,0,0,0,0,0
8pf6wfvkm1,46,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,46,0,1,1,5,1,0,0,0,0
8pncv8zjbz,32,Mujer,No,No,"Postgrado (Master, Doctor o equivalente).",No,No,No,32,0,0,0,7,0,0,0,0,0
8tn5owhhbj,34,Mujer,Sí,No,"Postgrado (Master, Doctor o equivalente).",Sí,Sí,No,34,0,1,0,7,1,1,0,0,0
8waltnxhre,38,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,38,1,1,1,7,0,0,0,0,0
8xxhehcpgo,43,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,43,1,1,1,5,0,0,0,0,0
8xzhgc5qhz,38,Mujer,Sí,Sí,Universitaria completa.,No,No,No,38,0,1,1,6,0,0,0,0,0
8yhxs4w7er,44,Mujer,Sí,Sí,Universitaria completa.,No,No,No,44,0,1,1,6,0,0,0,0,0
90429647,55,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,55,0,1,1,4,0,0,0,1,1
90785335,48,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,48,0,1,1,6,1,0,0,1,1
90huy2se2z,39,Mujer,Sí,Sí,Universitaria completa.,No,No,No,39,0,1,1,6,0,0,0,0,0
90onvsazyg,22,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,22,0,1,1,5,1,0,0,0,0
911111111,32,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,32,0,1,1,6,1,0,0,1,1
912345678,28,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,28,1,1,1,7,0,0,0,1,1
91613582,51,Hombre,Sí,Sí,Universitaria completa.,No,No,No,51,1,1,1,6,0,0,0,1,1
920349145,20,Hombre,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,1,1,1,4,0,0,0,1,1
920505277,17,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,17,0,1,1,4,0,0,0,1,1
923772300,27,Mujer,Sí,Sí,Universitaria completa.,No,No,No,27,0,1,1,6,0,0,0,1,1
92607712,21,Mujer,Sí,Sí,Universitaria completa.,No,No,No,21,0,1,1,6,0,0,0,1,1
92s1ufy5s9,23,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,23,0,1,1,5,1,0,0,0,0
930187310,22,Mujer,Sí,Sí,Media incompleta.,No,No,No,22,0,1,1,3,0,0,0,1,1
930681196,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,0,1,1,4,0,0,0,1,1
931041051,31,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,31,0,1,1,7,0,0,0,1,1
931138782,23,Mujer,Sí,Sí,Universitaria completa.,No,No,No,23,0,1,1,6,0,0,0,1,1
931369027,24,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,24,1,1,1,5,0,0,0,1,1
931709064,28,Mujer,No,Sí,Universitaria completa.,No,No,No,28,0,0,1,6,0,0,0,1,1
932485581,21,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,21,0,1,1,4,0,0,0,1,1
933267900,22,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,22,0,1,1,5,1,0,0,1,1
933801354,62,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,62,0,1,1,4,0,0,0,1,1
934138174,27,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,27,0,1,1,7,1,0,0,1,1
934447513,30,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,30,0,1,1,5,0,0,0,1,1
936673467,33,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,33,0,1,1,5,0,0,0,1,1
936717051,32,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,32,1,1,1,7,1,0,0,1,1
936834132,29,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,29,0,1,1,5,0,0,0,1,1
936950038,28,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,28,0,1,1,4,0,0,0,1,1
937231192,19,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,19,0,1,1,4,0,0,0,1,1
937753246,27,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,27,1,1,1,7,0,0,0,1,1
938781309,29,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,29,0,1,1,7,0,0,0,1,1
938913641,43,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,43,0,1,1,5,0,0,0,1,1
940114627,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,Sí,No,20,0,1,1,4,1,1,0,1,1
940280467,25,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,25,0,1,1,5,1,0,0,1,1
940808101,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
940824179,23,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,23,0,1,1,4,0,0,0,1,1
940830266,31,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,31,0,1,1,7,0,0,0,1,1
940920568,19,Mujer,Sí,Sí,Media incompleta.,No,No,No,19,0,1,1,3,0,0,0,1,1
940963228,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,0,1,1,4,0,0,0,1,1
94115946,25,Hombre,Sí,Sí,Universitaria completa.,No,No,No,25,1,1,1,6,0,0,0,1,1
942067073,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,20,0,1,1,4,1,0,0,1,1
942497048,18,Hombre,Sí,Sí,Media completa / Técnica incompleta.,Sí,Sí,No,18,1,1,1,4,1,1,0,1,1
942616164,31,Mujer,Sí,Sí,Universitaria completa.,No,No,No,31,0,1,1,6,0,0,0,1,1
942891061,18,Hombre,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,1,1,1,4,0,0,0,1,1
942948277,22,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,22,0,1,1,5,0,0,0,1,1
942999087,33,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,33,0,1,1,7,1,0,0,1,1
944094937,24,Hombre,Sí,Sí,Universitaria completa.,Sí,Sí,No,24,1,1,1,6,1,1,0,1,1
946534499,28,Mujer,Sí,Sí,Universitaria completa.,No,No,No,28,0,1,1,6,0,0,0,1,1
946735775,23,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,23,0,1,1,4,0,0,0,1,1
946815635,19,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,19,0,1,1,4,0,0,0,1,1
946952947,22,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,Sí,No,22,0,1,1,5,0,1,0,1,1
947373330,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,0,1,1,4,0,0,0,1,1
948867510,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
949119297,23,Mujer,Sí,No,Universitaria incompleta / Técnica completa,No,No,No,23,0,1,0,5,0,0,0,1,1
950123866,18,Hombre,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,1,1,1,4,0,0,0,1,1
950198642,17,Mujer,Sí,Sí,Media incompleta.,No,No,No,17,0,1,1,3,0,0,0,1,1
950656229,19,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,19,0,1,1,5,0,0,0,1,1
950884729,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,0,1,1,4,0,0,0,1,1
951112410,30,Hombre,No,No,Universitaria completa.,No,No,No,30,1,0,0,6,0,0,0,1,1
951328633,30,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,30,0,1,1,7,0,0,0,1,1
952042912,18,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,18,0,1,1,5,0,0,0,1,1
952832366,17,Mujer,Sí,Sí,Media incompleta.,No,No,No,17,0,1,1,3,0,0,0,1,1
953003813,18,Mujer,Sí,Sí,Media incompleta.,No,No,No,18,0,1,1,3,0,0,0,1,1
953293006,19,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,19,0,1,1,5,0,0,0,1,1
953337349,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,18,0,1,1,4,1,0,0,1,1
953708161,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
953907498,28,Mujer,Sí,Sí,Universitaria completa.,No,No,No,28,0,1,1,6,0,0,0,1,1
954003982,28,Mujer,No,Sí,Universitaria completa.,Sí,No,No,28,0,0,1,6,1,0,0,1,1
954023728,24,Mujer,Sí,Sí,Básica completa.,No,No,No,24,0,1,1,2,0,0,0,1,1
954073071,29,Hombre,Sí,Sí,Universitaria completa.,No,No,No,29,1,1,1,6,0,0,0,1,1
954112980,37,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,37,0,1,1,7,0,0,0,1,1
954117943,21,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,21,0,1,1,4,1,0,0,1,1
954118466,19,Hombre,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,19,1,1,1,4,0,0,0,1,1
954219968,22,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,22,0,1,1,5,0,0,0,1,1
954238473,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
956354886,28,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,28,1,1,1,7,0,0,0,1,1
956694114,26,Mujer,Sí,Sí,Universitaria completa.,No,No,No,26,0,1,1,6,0,0,0,1,1
956694633,21,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,21,0,1,1,5,1,0,0,1,1
956894391,24,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,24,1,1,1,5,0,0,0,1,1
957396862,44,Mujer,Sí,Sí,Universitaria completa.,No,No,No,44,0,1,1,6,0,0,0,1,1
957640409,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
957716103,21,Hombre,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,21,1,1,1,4,0,0,0,1,1
957732384,27,Mujer,Sí,Sí,Universitaria completa.,No,No,No,27,0,1,1,6,0,0,0,1,1
957895469,26,Hombre,Sí,Sí,Universitaria completa.,No,No,No,26,1,1,1,6,0,0,0,1,1
958188977,32,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,32,0,1,1,7,1,0,0,1,1
958280081,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,0,1,1,4,0,0,0,1,1
958529246,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
958597136,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
958633132,27,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,27,0,1,1,5,0,0,0,1,1
958931553,25,Mujer,Sí,Sí,Universitaria completa.,No,No,No,25,0,1,1,6,0,0,0,1,1
959007353,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
959189066,34,Hombre,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,34,1,1,1,4,0,0,0,1,1
959582656,38,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,38,1,1,1,7,0,0,0,1,1
959735020,24,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,Sí,24,0,1,1,4,0,0,1,1,1
959890664,28,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,28,0,1,1,4,0,0,0,1,1
961066479,35,Mujer,Sí,Sí,Universitaria completa.,No,No,No,35,0,1,1,6,0,0,0,1,1
961367628,21,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,21,0,1,1,4,0,0,0,1,1
961399368,20,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,1,1,1,5,0,0,0,1,1
961556598,35,Hombre,Sí,Sí,Universitaria completa.,Sí,No,No,35,1,1,1,6,1,0,0,1,1
961857682,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
962075853,29,Hombre,No,Sí,Universitaria completa.,No,No,No,29,1,0,1,6,0,0,0,1,1
962091361,36,Hombre,Sí,Sí,Universitaria completa.,No,No,No,36,1,1,1,6,0,0,0,1,1
962199318,22,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,22,0,1,1,4,1,0,0,1,1
9621v1e1yb,19,Hombre,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,19,1,1,1,4,0,0,0,0,0
962251989,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
962353559,17,Hombre,Sí,Sí,Básica completa.,No,No,No,17,1,1,1,2,0,0,0,1,1
962685946,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
962770710,24,Mujer,Sí,Sí,Universitaria completa.,No,No,No,24,0,1,1,6,0,0,0,1,1
963005044,53,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,53,0,1,1,7,0,0,0,1,1
963014846,29,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,29,0,1,1,7,0,0,0,1,1
963066829,55,Hombre,Sí,Sí,Universitaria completa.,No,No,No,55,1,1,1,6,0,0,0,1,1
963108434,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
963189418,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,Sí,No,20,0,1,1,5,1,1,0,1,1
963264611,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
963337862,56,Hombre,Sí,Sí,Universitaria completa.,No,No,No,56,1,1,1,6,0,0,0,1,1
963733527,49,Mujer,Sí,Sí,Universitaria completa.,No,No,No,49,0,1,1,6,0,0,0,1,1
964310185,23,Mujer,Sí,Sí,Universitaria completa.,No,No,No,23,0,1,1,6,0,0,0,1,1
964496134,23,Mujer,Sí,Sí,Universitaria completa.,No,No,No,23,0,1,1,6,0,0,0,1,1
964979193,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,0,1,1,4,0,0,0,1,1
965019769,20,Hombre,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,1,1,1,4,0,0,0,1,1
965155738,22,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,22,0,1,1,5,0,0,0,1,1
965289303,23,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,23,0,1,1,5,1,0,0,1,1
965315469,21,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,21,0,1,1,4,0,0,0,1,1
965472365,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,20,0,1,1,4,1,0,0,1,1
965637951,24,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,24,1,1,1,7,0,0,0,1,1
965706196,52,Hombre,Sí,Sí,Universitaria completa.,No,No,No,52,1,1,1,6,0,0,0,1,1
965733370,21,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,21,0,1,1,5,1,0,0,1,1
965775003,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
965936930,21,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,21,0,1,1,5,1,0,0,1,1
965951483,51,Hombre,Sí,Sí,Universitaria completa.,No,No,No,51,1,1,1,6,0,0,0,1,1
966060611,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
966171814,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,0,1,1,4,0,0,0,1,1
966192709,59,Mujer,Sí,Sí,Universitaria completa.,No,No,No,59,0,1,1,6,0,0,0,1,1
966249306,29,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,29,0,1,1,7,1,0,0,1,1
966291863,38,Mujer,Sí,Sí,Universitaria completa.,No,No,No,38,0,1,1,6,0,0,0,1,1
966386225,17,Mujer,Sí,Sí,Media incompleta.,Sí,No,No,17,0,1,1,3,1,0,0,1,1
966532619,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,20,0,1,1,5,1,0,0,1,1
966611630,21,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,21,1,1,1,5,0,0,0,1,1
966667779,40,Hombre,Sí,Sí,Universitaria completa.,No,No,No,40,1,1,1,6,0,0,0,1,1
966684403,22,Hombre,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,22,1,1,1,4,0,0,0,1,1
966721610,26,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,26,1,1,1,7,0,0,0,1,1
966786111,26,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,26,1,1,1,7,1,0,0,1,1
966874272,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
966885479,55,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,55,0,1,1,4,0,0,0,1,1
966999580,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
967283891,42,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,42,0,1,1,7,1,0,0,1,1
967665449,19,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,19,0,1,1,4,0,0,0,1,1
967766396,25,Mujer,Sí,Sí,Universitaria completa.,No,No,No,25,0,1,1,6,0,0,0,1,1
968051734,29,Hombre,Sí,Sí,Universitaria completa.,Sí,No,No,29,1,1,1,6,1,0,0,1,1
968072498,35,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,35,0,1,1,7,0,0,0,1,1
968119664,18,Hombre,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,1,1,1,4,0,0,0,1,1
968305578,48,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,48,0,1,1,5,0,0,0,1,1
968421188,19,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,19,0,1,1,4,1,0,0,1,1
968459984,52,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,52,0,1,1,5,1,0,0,1,1
969199723,20,Mujer,No,Sí,Media completa / Técnica incompleta.,No,No,No,20,0,0,1,4,0,0,0,1,1
96a68p4kqg,42,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,42,0,1,1,7,1,0,0,0,0
96beuwymn8,45,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,45,0,1,1,7,1,0,0,0,0
96f2f0fpol,28,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,28,0,1,1,5,0,0,0,0,0
971085234,25,Hombre,Sí,Sí,Universitaria completa.,Sí,No,No,25,1,1,1,6,1,0,0,1,1
971085541,24,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,24,0,1,1,6,1,0,0,1,1
971369288,20,Hombre,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,20,1,1,1,4,1,0,0,1,1
971448209,23,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,23,1,1,1,5,0,0,0,1,1
972089420,21,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,21,0,1,1,4,0,0,0,1,1
972116430,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
972461403,22,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,22,0,1,1,5,0,0,0,1,1
972739967,20,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,20,0,1,1,5,0,0,0,1,1
972797829,20,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,20,0,1,1,4,1,0,0,1,1
972833496,19,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,19,0,1,1,4,0,0,0,1,1
972952734,22,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,22,1,1,1,5,0,0,0,1,1
973348154,23,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,23,0,1,1,5,1,0,0,1,1
973390448,19,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,19,0,1,1,5,0,0,0,1,1
973397482,22,Hombre,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,22,1,1,1,4,1,0,0,1,1
973487560,28,Otro,Sí,Sí,Universitaria completa.,Sí,No,No,28,2,1,1,6,1,0,0,1,1
973658872,19,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,19,0,1,1,4,1,0,0,1,1
973877425,25,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,25,0,1,1,7,0,0,0,1,1
973887671,46,Mujer,Sí,Sí,Universitaria completa.,No,No,No,46,0,1,1,6,0,0,0,1,1
973968807,21,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,21,0,1,1,5,0,0,0,1,1
974034193,19,Mujer,Sí,Sí,Media incompleta.,No,No,No,19,0,1,1,3,0,0,0,1,1
974119745,21,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,21,0,1,1,5,0,0,0,1,1
974327562,53,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,53,0,1,1,5,0,0,0,1,1
974503771,19,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,19,0,1,1,4,0,0,0,1,1
974532806,23,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,23,0,1,1,5,1,0,0,1,1
974567480,25,Hombre,Sí,Sí,Universitaria completa.,Sí,Sí,No,25,1,1,1,6,1,1,0,1,1
974831797,27,Hombre,Sí,Sí,Universitaria completa.,No,No,No,27,1,1,1,6,0,0,0,1,1
974992656,27,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,27,0,1,1,6,1,0,0,1,1
975144277,19,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,19,0,1,1,4,0,0,0,1,1
975195329,26,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,26,0,1,1,7,1,0,0,1,1
975256769,25,Hombre,Sí,Sí,Universitaria completa.,No,No,No,25,1,1,1,6,0,0,0,1,1
975484098,28,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,28,0,1,1,6,1,0,0,1,1
975493625,25,Hombre,Sí,No,Universitaria incompleta / Técnica completa,Sí,No,No,25,1,1,0,5,1,0,0,1,1
975506696,20,Hombre,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,20,1,1,1,4,0,0,0,1,1
975654226,18,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,No,No,18,0,1,1,4,0,0,0,1,1
976081379,19,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,19,0,1,1,5,0,0,0,1,1
976144260,30,Otro,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",Sí,No,No,30,2,1,1,7,1,0,0,1,1
976171014,27,Hombre,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,27,1,1,1,7,0,0,0,1,1
976182883,31,Mujer,Sí,Sí,"Postgrado (Master, Doctor o equivalente).",No,No,No,31,0,1,1,7,0,0,0,1,1
976236863,27,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,27,0,1,1,6,1,0,0,1,1
976245978,39,Hombre,Sí,Sí,Universitaria completa.,Sí,No,No,39,1,1,1,6,1,0,0,1,1
976495225,21,Mujer,Sí,Sí,Universitaria incompleta / Técnica completa,Sí,No,No,21,0,1,1,5,1,0,0,1,1
976495720,29,Mujer,Sí,Sí,Universitaria completa.,Sí,No,No,29,0,1,1,6,1,0,0,1,1
976580311,30,Mujer,Sí,Sí,Universitaria completa.,No,No,No,30,0,1,1,6,0,0,0,1,1
976605973,25,Mujer,Sí,Sí,Universitaria completa.,No,No,No,25,0,1,1,6,0,0,0,1,1
976676417,32,Hombre,Sí,Sí,Universitaria incompleta / Técnica completa,No,No,No,32,1,1,1,5,0,0,0,1,1
976722475,40,Hombre,Sí,Sí,Media completa / Técnica incompleta.,Sí,No,No,40,1,1,1,4,1,0,0,1,1
976938530,23,Mujer,Sí,Sí,Media completa / Técnica incompleta.,No,Sí,Sí,23,0,1,1,4,0,1,1,1,1
977018121,28,Mujer,Sí,Sí,Universitaria completa.,No,No,No,28,0,1,1,6,0,0,0,1,1
977025600,25,Mujer,Sí,Sí,Media completa / Técnica incompleta.,Sí,Sí,No,25,0,1,1,4,1,1,0,1,1
